,id,geographic_area_name,estimate_total,estimate_total_less_than_10_000,estimate_total_10_000_to_14_999,estimate_total_15_000_to_19_999,estimate_total_20_000_to_24_999,estimate_total_25_000_to_29_999,estimate_total_30_000_to_34_999,estimate_total_35_000_to_39_999,estimate_total_40_000_to_44_999,estimate_total_45_000_to_49_999,estimate_total_50_000_to_59_999,estimate_total_60_000_to_74_999,estimate_total_75_000_to_99_999,estimate_total_100_000_to_124_999,estimate_total_125_000_to_149_999,estimate_total_150_000_to_199_999,estimate_total_200_000_or_more,estimate_median_household_income,Geoid
346,1500000US530330095003,"Block Group 3, Census Tract 95, King County, Washington",506,0,0,16,0,0,19,0,21,0,27,28,0,35,40,88,232,193056,530330095003
347,1500000US530330095004,"Block Group 4, Census Tract 95, King County, Washington",837,122,0,32,28,15,50,56,97,0,32,42,94,41,34,53,141,57891,530330095004
348,1500000US530330096001,"Block Group 1, Census Tract 96, King County, Washington",444,0,0,0,0,92,0,26,0,0,13,31,21,0,30,69,162,173063,530330096001
349,1500000US530330096002,"Block Group 2, Census Tract 96, King County, Washington",727,0,31,108,49,0,0,72,31,25,16,18,79,77,27,63,131,83464,530330096002
350,1500000US530330096003,"Block Group 3, Census Tract 96, King County, Washington",419,13,0,17,0,17,18,0,16,0,16,31,87,26,32,95,51,99491,530330096003
351,1500000US530330096004,"Block Group 4, Census Tract 96, King County, Washington",571,0,0,32,0,16,0,28,52,27,47,15,13,15,55,140,131,145688,530330096004
352,1500000US530330096005,"Block Group 5, Census Tract 96, King County, Washington",676,16,13,14,0,31,15,0,0,0,14,36,53,16,26,171,271,175946,530330096005
353,1500000US530330097011,"Block Group 1, Census Tract 97.01, King County, Washington",947,36,19,19,10,15,0,0,45,24,36,125,61,40,236,109,172,126412,530330097011
354,1500000US530330097012,"Block Group 2, Census Tract 97.01, King County, Washington",478,34,0,0,18,36,14,0,0,0,18,32,101,20,40,90,75,86875,530330097012
355,1500000US530330097013,"Block Group 3, Census Tract 97.01, King County, Washington",747,0,0,0,40,34,0,0,15,25,55,71,47,12,98,160,190,136582,530330097013
356,1500000US530330097014,"Block Group 4, Census Tract 97.01, King County, Washington",862,20,0,18,47,0,12,0,0,17,92,61,77,121,17,181,199,115000,530330097014
357,1500000US530330097021,"Block Group 1, Census Tract 97.02, King County, Washington",476,11,0,30,16,0,0,29,0,0,13,14,11,94,43,84,131,134750,530330097021
358,1500000US530330097022,"Block Group 2, Census Tract 97.02, King County, Washington",481,0,0,0,0,0,14,21,15,19,14,29,63,71,15,43,177,121691,530330097022
359,1500000US530330097023,"Block Group 3, Census Tract 97.02, King County, Washington",332,0,0,0,18,0,0,0,14,15,0,0,18,59,60,72,76,145000,530330097023
360,1500000US530330097024,"Block Group 4, Census Tract 97.02, King County, Washington",433,11,18,0,0,18,19,0,21,0,17,35,34,60,17,120,63,116125,530330097024
361,1500000US530330097025,"Block Group 5, Census Tract 97.02, King County, Washington",614,0,0,0,53,18,15,32,0,17,0,47,17,127,59,56,173,122738,530330097025
362,1500000US530330098001,"Block Group 1, Census Tract 98, King County, Washington",657,0,19,21,16,0,0,0,0,20,75,105,168,34,22,38,139,85844,530330098001
363,1500000US530330098002,"Block Group 2, Census Tract 98, King County, Washington",494,0,14,0,0,0,0,23,0,0,33,14,20,30,28,142,190,168370,530330098002
364,1500000US530330098003,"Block Group 3, Census Tract 98, King County, Washington",601,26,19,0,0,17,0,0,0,27,0,47,57,86,51,131,140,141033,530330098003
365,1500000US530330098004,"Block Group 4, Census Tract 98, King County, Washington",915,0,0,62,54,40,17,0,0,19,171,63,73,22,43,160,191,79844,530330098004
366,1500000US530330098005,"Block Group 5, Census Tract 98, King County, Washington",566,18,0,0,0,0,17,17,41,0,0,21,74,117,53,84,124,119756,530330098005
367,1500000US530330099001,"Block Group 1, Census Tract 99, King County, Washington",567,58,0,0,0,0,0,0,0,0,57,69,62,23,52,110,136,131576,530330099001
368,1500000US530330099002,"Block Group 2, Census Tract 99, King County, Washington",821,63,0,0,15,41,19,107,64,0,44,59,31,141,83,69,85,69779,530330099002
369,1500000US530330099003,"Block Group 3, Census Tract 99, King County, Washington",911,0,28,86,0,15,24,51,15,47,138,38,219,68,50,91,41,76350,530330099003
370,1500000US530330099004,"Block Group 4, Census Tract 99, King County, Washington",786,0,0,0,94,0,0,20,24,19,72,58,117,188,87,0,107,97059,530330099004
371,1500000US530330100011,"Block Group 1, Census Tract 100.01, King County, Washington",505,0,19,11,61,6,0,0,0,9,61,60,118,9,17,101,33,81023,530330100011
372,1500000US530330100012,"Block Group 2, Census Tract 100.01, King County, Washington",399,11,22,0,0,15,10,0,0,0,26,48,63,75,32,55,42,103906,530330100012
373,1500000US530330100013,"Block Group 3, Census Tract 100.01, King County, Washington",765,204,53,85,20,28,75,13,56,58,28,39,18,0,29,28,31,26830,530330100013
374,1500000US530330100021,"Block Group 1, Census Tract 100.02, King County, Washington",315,10,9,10,10,0,42,0,11,21,47,0,13,59,8,28,47,-,530330100021
375,1500000US530330100022,"Block Group 2, Census Tract 100.02, King County, Washington",743,17,50,42,0,19,0,43,141,9,69,54,119,63,66,26,25,59330,530330100022
376,1500000US530330100023,"Block Group 3, Census Tract 100.02, King County, Washington",297,10,0,19,9,32,11,0,0,0,9,29,26,17,39,27,69,100972,530330100023
377,1500000US530330100024,"Block Group 4, Census Tract 100.02, King County, Washington",592,0,20,17,17,0,71,9,30,0,82,46,78,55,56,57,54,75714,530330100024
378,1500000US530330101001,"Block Group 1, Census Tract 101, King County, Washington",480,0,0,0,0,8,0,15,0,0,15,32,39,18,97,91,165,163295,530330101001
379,1500000US530330101002,"Block Group 2, Census Tract 101, King County, Washington",361,22,21,13,0,0,0,0,0,21,0,0,58,81,34,62,49,103819,530330101002
380,1500000US530330101003,"Block Group 3, Census Tract 101, King County, Washington",609,47,28,19,82,79,0,33,66,21,0,53,0,43,64,19,55,43125,530330101003
381,1500000US530330101004,"Block Group 4, Census Tract 101, King County, Washington",835,42,114,13,20,16,49,79,21,48,16,44,34,96,49,96,98,57422,530330101004
382,1500000US530330101005,"Block Group 5, Census Tract 101, King County, Washington",951,43,65,75,18,41,44,69,18,9,0,0,42,83,98,167,179,120625,530330101005
383,1500000US530330102001,"Block Group 1, Census Tract 102, King County, Washington",681,19,0,10,0,6,12,0,42,66,41,41,50,97,29,79,189,113875,530330102001
384,1500000US530330102002,"Block Group 2, Census Tract 102, King County, Washington",375,20,12,0,0,11,0,11,11,11,10,11,66,9,47,40,116,137888,530330102002
385,1500000US530330102003,"Block Group 3, Census Tract 102, King County, Washington",416,0,0,0,0,0,25,0,0,13,27,83,78,28,9,110,43,89861,530330102003
386,1500000US530330102004,"Block Group 4, Census Tract 102, King County, Washington",554,35,10,8,9,39,21,0,18,0,22,47,23,81,69,103,69,121548,530330102004
387,1500000US530330103001,"Block Group 1, Census Tract 103, King County, Washington",300,0,0,0,0,0,20,14,22,0,18,19,9,37,16,102,43,149219,530330103001
388,1500000US530330103002,"Block Group 2, Census Tract 103, King County, Washington",435,0,31,0,0,19,5,15,14,0,59,85,39,50,63,18,37,73688,530330103002
389,1500000US530330103003,"Block Group 3, Census Tract 103, King County, Washington",609,137,15,82,0,0,0,0,0,0,48,48,26,149,0,15,89,64861,530330103003
390,1500000US530330103004,"Block Group 4, Census Tract 103, King County, Washington",860,45,0,0,8,16,98,39,0,0,98,66,77,74,171,31,137,94531,530330103004
391,1500000US530330103005,"Block Group 5, Census Tract 103, King County, Washington",724,168,0,16,0,30,0,45,19,0,29,50,54,152,42,48,71,83333,530330103005
392,1500000US530330104011,"Block Group 1, Census Tract 104.01, King County, Washington",308,14,32,14,9,11,0,9,16,0,7,0,49,18,18,89,22,91964,530330104011
393,1500000US530330104012,"Block Group 2, Census Tract 104.01, King County, Washington",757,27,87,0,0,14,12,14,11,30,91,33,72,138,69,89,70,89777,530330104012
394,1500000US530330104013,"Block Group 3, Census Tract 104.01, King County, Washington",375,14,14,0,7,38,13,0,13,40,82,13,0,22,66,45,8,55353,530330104013
395,1500000US530330104021,"Block Group 1, Census Tract 104.02, King County, Washington",475,39,11,0,8,9,0,12,26,0,49,0,92,44,61,74,50,90729,530330104021
396,1500000US530330104022,"Block Group 2, Census Tract 104.02, King County, Washington",547,14,0,0,42,52,11,12,10,0,24,67,138,37,16,63,61,81091,530330104022
397,1500000US530330104023,"Block Group 3, Census Tract 104.02, King County, Washington",322,0,23,0,12,15,0,0,25,12,8,25,34,71,63,22,12,100500,530330104023
398,1500000US530330104024,"Block Group 4, Census Tract 104.02, King County, Washington",372,11,0,0,0,13,38,0,0,0,12,41,72,64,72,36,13,94940,530330104024
399,1500000US530330105001,"Block Group 1, Census Tract 105, King County, Washington",898,126,0,15,27,90,91,43,60,11,51,71,169,74,45,25,0,44700,530330105001
400,1500000US530330105002,"Block Group 2, Census Tract 105, King County, Washington",544,29,0,13,0,0,28,0,28,0,39,39,40,21,78,55,174,133472,530330105002
401,1500000US530330105003,"Block Group 3, Census Tract 105, King County, Washington",534,46,0,14,0,21,14,0,0,0,63,33,45,16,64,72,146,126389,530330105003
402,1500000US530330105004,"Block Group 4, Census Tract 105, King County, Washington",1988,52,18,85,49,89,16,62,55,0,39,110,321,330,239,250,273,104247,530330105004
403,1500000US530330105005,"Block Group 5, Census Tract 105, King County, Washington",869,25,0,0,27,36,0,25,0,0,60,72,124,44,31,210,215,132240,530330105005
404,1500000US530330106001,"Block Group 1, Census Tract 106, King County, Washington",645,19,0,69,0,0,0,18,16,32,18,45,18,156,52,24,178,122961,530330106001
405,1500000US530330106002,"Block Group 2, Census Tract 106, King County, Washington",532,0,0,0,18,0,19,19,0,20,53,19,125,67,61,30,101,96250,530330106002
406,1500000US530330106003,"Block Group 3, Census Tract 106, King County, Washington",868,16,33,80,0,0,18,0,19,18,52,108,128,68,63,127,138,84500,530330106003
407,1500000US530330106004,"Block Group 4, Census Tract 106, King County, Washington",557,18,0,0,15,43,18,0,18,19,0,151,37,13,65,72,88,74375,530330106004
408,1500000US530330106005,"Block Group 5, Census Tract 106, King County, Washington",676,13,0,0,0,17,0,0,43,0,30,50,88,60,64,111,200,141724,530330106005
409,1500000US530330106006,"Block Group 6, Census Tract 106, King County, Washington",544,0,0,0,59,0,0,19,17,0,0,68,66,38,75,63,139,125735,530330106006
410,1500000US530330107011,"Block Group 1, Census Tract 107.01, King County, Washington",957,77,54,68,7,29,35,17,44,31,4,188,118,146,52,36,51,66282,530330107011
411,1500000US530330107012,"Block Group 2, Census Tract 107.01, King County, Washington",639,35,34,0,42,0,26,0,39,7,12,69,68,98,74,46,89,90781,530330107012
412,1500000US530330107021,"Block Group 1, Census Tract 107.02, King County, Washington",500,0,0,9,0,30,0,0,15,0,46,28,35,85,37,128,87,125500,530330107021
413,1500000US530330107022,"Block Group 2, Census Tract 107.02, King County, Washington",605,102,44,54,28,38,114,29,7,0,8,29,0,31,33,35,53,32608,530330107022
414,1500000US530330107023,"Block Group 3, Census Tract 107.02, King County, Washington",520,44,64,0,82,20,8,44,59,77,16,12,35,15,8,7,29,39750,530330107023
415,1500000US530330108001,"Block Group 1, Census Tract 108, King County, Washington",577,15,55,23,0,24,21,20,26,27,0,59,50,76,67,72,42,80655,530330108001
416,1500000US530330108002,"Block Group 2, Census Tract 108, King County, Washington",452,8,9,41,8,21,18,0,16,0,20,18,71,37,40,62,83,98750,530330108002
417,1500000US530330108003,"Block Group 3, Census Tract 108, King County, Washington",871,27,32,45,0,7,10,8,38,16,10,153,116,58,143,129,79,94471,530330108003
418,1500000US530330109001,"Block Group 1, Census Tract 109, King County, Washington",340,8,8,24,17,0,39,24,15,24,8,51,24,34,22,23,19,62969,530330109001
419,1500000US530330109002,"Block Group 2, Census Tract 109, King County, Washington",263,0,15,47,7,18,3,0,0,6,25,18,15,48,47,10,4,66607,530330109002
420,1500000US530330110011,"Block Group 1, Census Tract 110.01, King County, Washington",488,50,19,15,9,4,38,0,8,7,40,23,60,101,18,50,46,93824,530330110011
421,1500000US530330110012,"Block Group 2, Census Tract 110.01, King County, Washington",542,99,128,79,9,19,0,64,0,48,0,8,0,72,16,0,0,18750,530330110012
422,1500000US530330110013,"Block Group 3, Census Tract 110.01, King County, Washington",718,108,37,53,0,93,58,12,11,18,61,19,50,40,59,28,71,39583,530330110013
423,1500000US530330110021,"Block Group 1, Census Tract 110.02, King County, Washington",332,10,22,0,11,8,18,12,44,0,21,39,42,26,30,30,19,68021,530330110021
424,1500000US530330110022,"Block Group 2, Census Tract 110.02, King County, Washington",609,28,21,27,134,35,64,40,22,43,34,6,31,44,18,29,33,34669,530330110022
425,1500000US530330110023,"Block Group 3, Census Tract 110.02, King County, Washington",449,0,21,55,65,9,0,5,0,22,31,32,68,32,53,30,26,68063,530330110023
426,1500000US530330111011,"Block Group 1, Census Tract 111.01, King County, Washington",465,0,86,40,31,11,14,94,0,38,22,12,42,58,0,0,17,38705,530330111011
427,1500000US530330111012,"Block Group 2, Census Tract 111.01, King County, Washington",710,34,24,20,0,11,19,60,26,34,90,88,49,72,32,98,53,65313,530330111012
428,1500000US530330111013,"Block Group 3, Census Tract 111.01, King County, Washington",371,0,0,43,0,11,28,27,0,11,48,23,113,12,0,55,0,71354,530330111013
429,1500000US530330111014,"Block Group 4, Census Tract 111.01, King County, Washington",439,71,0,0,0,8,17,43,29,16,62,25,56,13,23,55,21,53419,530330111014
430,1500000US530330111021,"Block Group 1, Census Tract 111.02, King County, Washington",533,19,23,13,7,0,7,0,0,7,19,20,23,17,116,95,167,149250,530330111021
431,1500000US530330111022,"Block Group 2, Census Tract 111.02, King County, Washington",346,26,26,0,0,33,0,9,0,8,8,36,97,17,0,20,66,78500,530330111022
432,1500000US530330111023,"Block Group 3, Census Tract 111.02, King County, Washington",407,0,0,21,22,30,0,0,10,28,67,0,98,94,14,23,0,96275,530330111023
433,1500000US530330111024,"Block Group 4, Census Tract 111.02, King County, Washington",372,6,9,0,0,7,8,0,43,27,98,23,12,14,0,58,67,59615,530330111024
434,1500000US530330112001,"Block Group 1, Census Tract 112, King County, Washington",419,49,17,47,23,0,39,20,10,5,41,61,29,39,18,14,7,49750,530330112001
435,1500000US530330112002,"Block Group 2, Census Tract 112, King County, Washington",397,40,6,0,28,20,10,43,29,26,24,36,53,46,20,6,10,48906,530330112002
436,1500000US530330112003,"Block Group 3, Census Tract 112, King County, Washington",615,65,48,63,0,20,0,35,52,9,75,51,48,90,30,16,13,55861,530330112003
437,1500000US530330113001,"Block Group 1, Census Tract 113, King County, Washington",1158,39,82,145,52,111,146,119,51,6,115,13,74,44,23,52,86,35096,530330113001
438,1500000US530330113002,"Block Group 2, Census Tract 113, King County, Washington",451,0,10,10,61,0,0,0,14,16,23,93,50,16,38,93,27,72431,530330113002
439,1500000US530330113003,"Block Group 3, Census Tract 113, King County, Washington",463,0,20,0,12,2,40,20,5,0,29,24,102,73,32,52,52,93828,530330113003
440,1500000US530330113004,"Block Group 4, Census Tract 113, King County, Washington",407,20,11,0,44,41,0,0,10,18,34,31,15,46,16,87,34,74083,530330113004
441,1500000US530330113005,"Block Group 5, Census Tract 113, King County, Washington",507,11,63,0,0,17,18,60,57,0,61,37,62,0,31,66,24,56127,530330113005
442,1500000US530330114011,"Block Group 1, Census Tract 114.01, King County, Washington",574,52,6,0,0,8,15,25,26,0,36,84,94,115,38,34,41,85758,530330114011
443,1500000US530330114012,"Block Group 2, Census Tract 114.01, King County, Washington",637,32,16,15,17,71,7,22,8,40,37,82,91,69,44,75,11,69718,530330114012
444,1500000US530330114013,"Block Group 3, Census Tract 114.01, King County, Washington",592,15,63,17,0,9,36,0,14,9,7,48,144,117,40,41,32,90682,530330114013
445,1500000US530330114021,"Block Group 1, Census Tract 114.02, King County, Washington",753,9,47,50,51,15,58,0,73,29,76,55,153,74,17,27,19,54871,530330114021
446,1500000US530330114022,"Block Group 2, Census Tract 114.02, King County, Washington",538,10,14,16,30,0,30,11,64,69,31,44,90,29,47,16,37,53125,530330114022
447,1500000US530330114023,"Block Group 3, Census Tract 114.02, King County, Washington",676,54,57,59,25,7,68,7,22,7,64,41,70,81,78,16,20,53864,530330114023
448,1500000US530330115001,"Block Group 1, Census Tract 115, King County, Washington",677,10,21,0,0,0,19,6,9,0,62,54,137,50,80,128,101,113125,530330115001
449,1500000US530330115002,"Block Group 2, Census Tract 115, King County, Washington",695,0,34,12,20,37,7,38,10,57,76,23,65,105,72,51,88,81131,530330115002
450,1500000US530330115003,"Block Group 3, Census Tract 115, King County, Washington",633,8,0,0,9,38,10,25,0,34,9,23,63,74,94,91,155,127260,530330115003
451,1500000US530330116001,"Block Group 1, Census Tract 116, King County, Washington",805,15,18,45,31,0,0,0,0,0,31,52,207,61,72,75,198,105292,530330116001
452,1500000US530330116002,"Block Group 2, Census Tract 116, King County, Washington",474,29,47,0,0,0,48,18,0,0,18,15,34,30,90,48,97,114706,530330116002
453,1500000US530330116003,"Block Group 3, Census Tract 116, King County, Washington",598,0,17,0,0,12,16,0,31,0,12,45,63,106,83,48,165,124779,530330116003
454,1500000US530330116004,"Block Group 4, Census Tract 116, King County, Washington",331,0,0,0,16,0,34,17,15,0,0,0,31,42,54,62,60,134519,530330116004
455,1500000US530330116005,"Block Group 5, Census Tract 116, King County, Washington",437,0,0,0,0,18,0,0,0,14,34,65,50,46,30,63,117,118365,530330116005
456,1500000US530330116006,"Block Group 6, Census Tract 116, King County, Washington",416,18,0,0,15,34,17,0,0,15,36,32,30,17,0,66,136,119118,530330116006
457,1500000US530330117001,"Block Group 1, Census Tract 117, King County, Washington",517,45,43,10,27,47,40,0,31,24,0,6,84,6,56,46,52,-,530330117001
458,1500000US530330117002,"Block Group 2, Census Tract 117, King County, Washington",526,29,25,9,13,0,0,34,10,0,55,22,108,58,108,51,4,84886,530330117002
459,1500000US530330117003,"Block Group 3, Census Tract 117, King County, Washington",417,0,0,10,26,0,10,23,0,16,36,17,76,19,31,109,44,91583,530330117003
460,1500000US530330117004,"Block Group 4, Census Tract 117, King County, Washington",269,0,0,0,0,0,36,0,12,20,8,67,51,40,0,0,35,72639,530330117004
461,1500000US530330118001,"Block Group 1, Census Tract 118, King County, Washington",416,45,0,22,0,0,22,19,21,21,20,0,16,94,14,34,88,105667,530330118001
462,1500000US530330118002,"Block Group 2, Census Tract 118, King County, Washington",478,0,23,27,0,64,0,50,0,35,19,24,28,119,13,51,25,-,530330118002
463,1500000US530330118003,"Block Group 3, Census Tract 118, King County, Washington",418,0,0,0,0,0,0,0,44,18,112,0,103,78,32,0,31,97703,530330118003
464,1500000US530330118004,"Block Group 4, Census Tract 118, King County, Washington",495,122,17,34,0,19,0,39,18,60,0,71,32,36,0,16,31,44792,530330118004
465,1500000US530330118005,"Block Group 5, Census Tract 118, King County, Washington",368,0,0,0,0,20,0,0,0,13,29,69,66,80,30,13,48,84363,530330118005
466,1500000US530330118006,"Block Group 6, Census Tract 118, King County, Washington",760,170,40,7,55,26,15,15,49,22,35,95,51,16,61,84,19,45341,530330118006
467,1500000US530330119001,"Block Group 1, Census Tract 119, King County, Washington",646,0,0,18,0,64,0,0,0,51,0,38,79,154,28,162,52,108821,530330119001
468,1500000US530330119002,"Block Group 2, Census Tract 119, King County, Washington",495,36,0,15,0,17,0,22,15,32,42,37,41,81,29,82,46,95673,530330119002
469,1500000US530330119003,"Block Group 3, Census Tract 119, King County, Washington",403,37,0,0,0,0,0,22,13,17,56,0,38,80,39,46,55,102102,530330119003
470,1500000US530330119004,"Block Group 4, Census Tract 119, King County, Washington",594,0,57,49,20,0,37,0,0,0,0,86,110,0,83,77,75,81579,530330119004
471,1500000US530330119005,"Block Group 5, Census Tract 119, King County, Washington",409,0,49,0,22,20,16,0,0,0,20,18,61,33,71,43,56,94779,530330119005
472,1500000US530330120001,"Block Group 1, Census Tract 120, King County, Washington",611,32,0,0,9,0,9,48,15,55,90,17,59,85,48,112,32,84766,530330120001
473,1500000US530330120002,"Block Group 2, Census Tract 120, King County, Washington",442,0,0,0,11,8,11,0,16,19,8,59,57,43,59,67,84,119464,530330120002
474,1500000US530330120003,"Block Group 3, Census Tract 120, King County, Washington",501,0,0,0,0,0,16,0,9,0,0,40,118,52,105,45,116,132386,530330120003
475,1500000US530330121001,"Block Group 1, Census Tract 121, King County, Washington",548,9,11,14,21,6,9,21,0,8,7,34,41,59,55,40,213,140400,530330121001
476,1500000US530330121002,"Block Group 2, Census Tract 121, King County, Washington",632,0,0,7,22,21,0,0,8,32,29,48,48,111,56,93,157,117727,530330121002
477,1500000US530330201001,"Block Group 1, Census Tract 201, King County, Washington",461,20,0,0,0,10,41,10,0,10,26,53,72,86,35,62,36,99179,530330201001
478,1500000US530330201002,"Block Group 2, Census Tract 201, King County, Washington",429,0,0,19,0,0,8,0,10,10,19,7,74,32,61,28,161,131707,530330201002
479,1500000US530330201003,"Block Group 3, Census Tract 201, King County, Washington",409,0,0,0,0,13,10,11,36,16,10,53,29,56,38,81,56,111553,530330201003
480,1500000US530330202001,"Block Group 1, Census Tract 202, King County, Washington",352,16,0,0,19,0,0,0,0,0,19,54,21,34,58,31,100,127656,530330202001
481,1500000US530330202002,"Block Group 2, Census Tract 202, King County, Washington",574,50,30,0,43,91,26,13,14,33,52,46,43,0,34,39,60,46515,530330202002
482,1500000US530330202003,"Block Group 3, Census Tract 202, King County, Washington",383,13,13,27,0,19,62,10,0,0,24,0,31,5,80,0,99,89395,530330202003
483,1500000US530330202004,"Block Group 4, Census Tract 202, King County, Washington",399,0,0,0,0,0,0,19,0,0,48,0,82,53,16,94,87,122188,530330202004
484,1500000US530330202005,"Block Group 5, Census Tract 202, King County, Washington",419,58,0,0,24,0,0,0,24,11,0,60,32,44,26,44,96,110208,530330202005
485,1500000US530330203001,"Block Group 1, Census Tract 203, King County, Washington",831,48,72,0,37,38,33,0,119,30,0,84,245,55,37,16,17,66437,530330203001
486,1500000US530330203002,"Block Group 2, Census Tract 203, King County, Washington",358,0,14,2,0,0,0,8,15,0,15,28,42,29,45,75,85,148417,530330203002
487,1500000US530330203003,"Block Group 3, Census Tract 203, King County, Washington",371,0,0,31,0,0,0,14,0,0,15,26,78,107,61,39,0,110515,530330203003
488,1500000US530330203004,"Block Group 4, Census Tract 203, King County, Washington",575,0,0,17,21,15,18,0,0,12,21,22,238,102,25,56,28,91480,530330203004
489,1500000US530330203005,"Block Group 5, Census Tract 203, King County, Washington",1011,81,74,72,157,31,17,63,21,44,178,47,84,9,72,21,40,43750,530330203005
490,1500000US530330204011,"Block Group 1, Census Tract 204.01, King County, Washington",768,13,50,41,21,8,21,22,44,94,56,122,80,44,75,65,12,64022,530330204011
491,1500000US530330204012,"Block Group 2, Census Tract 204.01, King County, Washington",375,0,20,0,0,0,0,0,21,12,40,43,50,82,30,17,60,100417,530330204012
492,1500000US530330204013,"Block Group 3, Census Tract 204.01, King County, Washington",355,21,0,19,0,0,35,27,9,10,9,41,84,28,27,45,0,76625,530330204013
493,1500000US530330204021,"Block Group 1, Census Tract 204.02, King County, Washington",449,0,0,16,0,29,32,0,0,16,16,14,70,81,78,30,67,113083,530330204021
494,1500000US530330204022,"Block Group 2, Census Tract 204.02, King County, Washington",406,0,0,17,0,0,0,0,0,0,0,0,79,75,31,78,126,150179,530330204022
495,1500000US530330204023,"Block Group 3, Census Tract 204.02, King County, Washington",372,16,0,0,0,30,0,0,0,0,44,30,161,29,28,17,17,87813,530330204023
496,1500000US530330204024,"Block Group 4, Census Tract 204.02, King County, Washington",355,16,0,0,14,0,0,16,0,0,0,0,16,27,48,172,46,168839,530330204024
497,1500000US530330204025,"Block Group 5, Census Tract 204.02, King County, Washington",619,62,33,29,0,0,76,0,0,31,16,78,108,56,58,26,46,71619,530330204025
498,1500000US530330205001,"Block Group 1, Census Tract 205, King County, Washington",881,104,20,35,35,123,11,0,17,84,22,76,130,73,22,67,62,58807,530330205001
499,1500000US530330205002,"Block Group 2, Census Tract 205, King County, Washington",432,74,0,0,19,16,39,78,17,0,19,17,83,0,22,13,35,39583,530330205002
500,1500000US530330205003,"Block Group 3, Census Tract 205, King County, Washington",423,16,0,0,21,15,19,0,21,0,28,41,45,54,71,44,48,110655,530330205003
501,1500000US530330205004,"Block Group 4, Census Tract 205, King County, Washington",300,0,0,43,0,0,0,0,17,0,0,15,14,103,15,0,93,115000,530330205004
502,1500000US530330205005,"Block Group 5, Census Tract 205, King County, Washington",486,0,14,30,0,0,16,34,0,18,73,31,99,75,14,69,13,80519,530330205005
503,1500000US530330205006,"Block Group 6, Census Tract 205, King County, Washington",302,0,0,15,0,0,0,18,0,0,22,0,73,39,65,47,23,108974,530330205006
504,1500000US530330206001,"Block Group 1, Census Tract 206, King County, Washington",324,0,24,8,0,8,0,8,0,0,18,24,34,35,104,23,38,127734,530330206001
505,1500000US530330206002,"Block Group 2, Census Tract 206, King County, Washington",288,10,0,9,10,11,10,8,0,18,45,17,19,56,24,18,33,79167,530330206002
506,1500000US530330206003,"Block Group 3, Census Tract 206, King County, Washington",344,8,0,0,10,0,0,17,0,12,34,74,22,26,68,47,26,98958,530330206003
507,1500000US530330206004,"Block Group 4, Census Tract 206, King County, Washington",306,9,0,8,0,0,31,0,0,0,70,22,63,50,53,0,0,80833,530330206004
508,1500000US530330207001,"Block Group 1, Census Tract 207, King County, Washington",529,8,18,16,25,0,5,0,0,0,45,60,125,75,80,27,45,86713,530330207001
509,1500000US530330207002,"Block Group 2, Census Tract 207, King County, Washington",579,77,15,35,8,15,21,16,11,19,12,71,101,74,0,83,21,73750,530330207002
510,1500000US530330207003,"Block Group 3, Census Tract 207, King County, Washington",473,0,0,39,29,0,0,12,14,6,66,47,17,60,38,80,65,101250,530330207003
511,1500000US530330208001,"Block Group 1, Census Tract 208, King County, Washington",609,37,49,7,64,17,0,15,19,11,28,33,87,57,64,79,42,83438,530330208001
512,1500000US530330208002,"Block Group 2, Census Tract 208, King County, Washington",473,11,0,7,0,8,0,9,11,0,15,40,52,104,45,108,63,118102,530330208002
513,1500000US530330208003,"Block Group 3, Census Tract 208, King County, Washington",361,17,0,0,0,21,0,7,9,0,0,14,22,54,39,60,118,149479,530330208003
514,1500000US530330208004,"Block Group 4, Census Tract 208, King County, Washington",305,0,0,9,0,0,0,6,18,0,8,13,34,23,20,55,119,170972,530330208004
515,1500000US530330209001,"Block Group 1, Census Tract 209, King County, Washington",680,9,78,29,0,8,0,11,30,8,73,56,59,121,33,101,64,88750,530330209001
516,1500000US530330209002,"Block Group 2, Census Tract 209, King County, Washington",308,16,12,26,17,10,4,11,0,0,26,33,13,12,54,48,26,74722,530330209002
517,1500000US530330209003,"Block Group 3, Census Tract 209, King County, Washington",342,0,10,0,29,3,0,7,0,0,26,7,44,24,23,44,125,136944,530330209003
518,1500000US530330210001,"Block Group 1, Census Tract 210, King County, Washington",387,0,23,15,0,0,15,14,0,0,0,0,102,98,31,29,60,109563,530330210001
519,1500000US530330210002,"Block Group 2, Census Tract 210, King County, Washington",468,13,0,15,14,0,4,44,15,0,8,70,69,39,48,85,44,98816,530330210002
520,1500000US530330210003,"Block Group 3, Census Tract 210, King County, Washington",449,22,0,0,0,0,0,14,15,61,15,0,74,44,24,130,50,120170,530330210003
521,1500000US530330210004,"Block Group 4, Census Tract 210, King County, Washington",446,0,9,0,0,15,0,0,0,21,41,38,68,90,101,63,0,112935,530330210004
522,1500000US530330210005,"Block Group 5, Census Tract 210, King County, Washington",420,0,0,54,0,16,0,65,9,72,18,49,34,28,20,10,45,49792,530330210005
523,1500000US530330211001,"Block Group 1, Census Tract 211, King County, Washington",606,9,9,0,27,18,16,8,0,62,24,44,87,91,49,127,35,99861,530330211001
524,1500000US530330211002,"Block Group 2, Census Tract 211, King County, Washington",396,9,0,14,0,0,0,0,16,0,17,46,112,43,29,34,76,97000,530330211002
